country,iso_code,date,Population,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Poland,POL,20/01/2021,37970874.00,591785,566793,24992,50556,31796,1.56,1.5,0.07,840,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,20/01/2021,10269417.00,177367,158749,18618,28933,11058,1.74,1.56,0.18,1084,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,20/01/2021,2832067.00,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://twitter.com/MOPHQatar/status/1368573172711370756
Romania,ROU,20/01/2021,19356544.00,308384,302571,5813,38338,22017,1.6,1.57,0.03,1144,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Russia,RUS,20/01/2021,144373535.00,,,,,103571,,,,710,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saudi Arabia,SAU,20/01/2021,34268528.00,,,,,14594,,,,419,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://coronamap.sa
United Kingdom,,20/01/2021,66834405.00,339337,334871,4466,25258,18277,6.21,6.13,0.08,3345,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,20/01/2021,6944975.00,44611,44611,,,4098,0.66,0.66,,602,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4292355/koronavirus-srbija-mere-vikend-zatvaranja.html
Seychelles,SYC,20/01/2021,97625.00,13163,13163,,2187,1595,13.39,13.39,,16219,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/pcb.1682413525293105/1682413471959777/
Singapore,SGP,20/01/2021,5703569.00,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/covid-19
Slovakia,SVK,20/01/2021,5454073.00,88254,86347,1907,7882,5932,1.62,1.58,0.03,1087,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,20/01/2021,2087946.00,55171,49999,5172,4559,2673,2.65,2.41,0.25,1286,"Oxford/AstraZeneca, Pfizer/BioNTech","National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
Spain,ESP,20/01/2021,47076781.00,1025937,1010295,15642,59840,63471,2.19,2.16,0.03,1358,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
Sweden,SWE,20/01/2021,10285453.00,,,,,12857,,,,1273,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Turkey,TUR,20/01/2021,83429615.00,1052493,,,101858,150356,1.25,,,1783,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turks and Caicos Islands,TCA,20/01/2021,42953.00,,,,,222,,,,5734,Pfizer/BioNTech,Ministry of Health,https://www.facebook.com/tcihealthpromotions/posts/1892840824219198
United Arab Emirates,ARE,20/01/2021,9770529.00,2161150,,,95783,109510,21.85,,,11072,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,20/01/2021,66834405.00,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United States,USA,20/01/2021,328239523.00,16525281,14270441,2161419,817693,892403,4.94,4.27,0.65,2668,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United Kingdom,,20/01/2021,66834405.00,190831,190435,396,14645,11105,6.05,6.04,0.01,3522,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Albania,ALB,19/01/2021,2854191.00,483,483,,36,51,0.02,0.02,,18,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/covid19-ministria-e-shendetesise-702-te-vaksinuar-3035-testime-714-te-sheruar-631-raste-te-reja-dhe-17-humbje-jete-ne-24-oret-e-fundit/
Argentina,ARG,19/01/2021,44938712.00,,,,,11932,,,,264,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,19/01/2021,8877067.00,146075,143451,2624,25318,13791,1.62,1.59,0.03,1531,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Azerbaijan,AZE,19/01/2021,10023318.00,,,,,3250,,,,321,Sinovac,Government of Azerbaijan,https://koronavirusinfo.az/az/post/696
Bahrain,BHR,19/01/2021,1501635.00,,143596,,,7712,,8.44,,4532,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Belarus,BLR,19/01/2021,9466856.00,,,,,403,,,,43,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belgium,BEL,19/01/2021,11484055.00,154375,154085,290,19220,15156,1.33,1.33,0,1308,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Bermuda,BMU,19/01/2021,63918.00,,,,,236,,,,3790,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/27727-total-vaccinations-administered/
Brazil,BRA,19/01/2021,212559417.00,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Bulgaria,BGR,19/01/2021,6975761.00,22226,19058,3168,2588,921,0.32,0.27,0.05,133,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,19/01/2021,37589262.00,653653,616464,37189,38987,37880,1.73,1.63,0.1,1004,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,19/01/2021,71100.00,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Chile,CHL,19/01/2021,18952038.00,52547,44181,8366,19337,5978,0.27,0.23,0.04,313,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,19/01/2021,1397715000.00,,,,,647959,,,,450,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://global.chinadaily.com.cn/a/202103/03/WS603ec65ba31024ad0baac40f.html
Costa Rica,CRI,19/01/2021,5047561.00,,,,,1955,,,,384,Pfizer/BioNTech,Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion
Croatia,HRV,19/01/2021,4067500.00,54304,54304,,,2984,1.32,1.32,,727,Pfizer/BioNTech,Ministry of Health,https://www.rtl.hr/vijesti-hr/novosti/hrvatska/3994562/rtlhr-doznaje-evo-koliko-je-cijepljenih-u-hrvatskoj-i-kako-stojimo-u-odnosu-na-druge-zemlje/
Cyprus,CYP,19/01/2021,1198575.00,,,,,859,,,,981,Pfizer/BioNTech,Government of Cyprus,https://www.pio.gov.cy/coronavirus/uploads/08032021--%CE%A1%CE%B1%CE%BD%CF%84%CE%B5%CE%B2%CE%BF%CF%8D%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CF%8C%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf
Czech Republic,CZE,19/01/2021,10669709.00,151693,146562,5131,15099,11229,1.42,1.37,0.05,1049,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Denmark,DNK,19/01/2021,5818553.00,181367,176431,4936,4564,9172,3.13,3.05,0.09,1584,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Statens Serum Institut,https://covid19.ssi.dk/overvagningsdata/vaccinationstilslutning
United Kingdom,,19/01/2021,66834405.00,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,19/01/2021,1326590.00,19315,,,1040,1060,1.46,,,799,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-11-marts-oopaevaga-lisandus-1957-positiivset-testi
Finland,FIN,19/01/2021,5520314.00,55824,,,1256,5458,1.01,,,985,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
France,FRA,19/01/2021,67059887.00,585735,585735,,117662,58088,0.86,0.86,,856,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Germany,DEU,19/01/2021,83132799.00,1377122,1314590,62532,108643,81520,1.64,1.57,0.07,973,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
Gibraltar,GIB,19/01/2021,34003.00,7017,7017,,582,645,20.83,20.83,,19145,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1370393963312582658
Greece,GRC,19/01/2021,10716322.00,94454,93382,1072,8556,5426,0.91,0.9,0.01,521,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Hungary,HUN,19/01/2021,9769949.00,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/1-millio-293-ezer-beoltottak-szama-9444-az-uj-fertozott-es-elhunyt-163-beteg
Iceland,ISL,19/01/2021,361313.00,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,19/01/2021,1366417754.00,674835,674835,,220786,168709,0.05,0.05,,122,"Covaxin, Oxford/AstraZeneca",Ministry of Health,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport12thMarch2021.pdf
Indonesia,IDN,19/01/2021,270203917.00,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/article/view/21030300004/Situasi-Vaksinasi-COVID-19.html
Ireland,IRL,19/01/2021,5007069.00,,,,,6819,,,,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Israel,ISR,19/01/2021,9053300.00,2963302,2372096,591206,209967,130102,34.24,27.41,6.83,15031,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Italy,ITA,19/01/2021,60297396.00,1284707,1275212,9495,32221,64375,2.12,2.11,0.02,1065,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
Jordan,JOR,19/01/2021,10101694.00,,,,,2727,,,,267,"Pfizer/BioNTech, Sinopharm/Beijing",Government of Jordan,https://www.reuters.com/article/us-health-coronavirus-jordan/jordan-says-covid-19-vaccination-drive-to-accelerate-in-coming-weeks-idUSKBN2AP2VO
Kuwait,KWT,19/01/2021,4207083.00,,,,,1121,,,,262,Pfizer/BioNTech,Ministry of Health,https://twitter.com/KUWAIT_MOH/status/1368961318095626243
Latvia,LVA,19/01/2021,1912789.00,17682,16307,1375,876,125,0.94,0.86,0.07,66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Lithuania,LTU,19/01/2021,2786844.00,62976,56300,6676,6287,5024,2.31,2.07,0.25,1846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,19/01/2021,619896.00,5294,5294,,725,417,0.85,0.85,,666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/fr/datasets/r/f56105f1-0330-416c-b16f-101b9ada3ba0
Malta,MLT,19/01/2021,502653.00,14276,14276,,1274,1286,3.23,3.23,,2913,Pfizer/BioNTech,COVID-19 Malta Public Health Response Team,https://github.com/COVID19-Malta/COVID19-Cases
Mexico,MEX,19/01/2021,126014024.00,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Secretary of Health,https://www.gob.mx/salud/prensa/106-remdesivir-podra-suministrarse-a-pacientes-covid-19-con-ciertas-especificaciones?idiom=es
Netherlands,NLD,19/01/2021,17332850.00,,,,,9945,,,,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Northern Cyprus,OWID_NCY,19/01/2021,#FIELD!,4968,,,,994,1.3,,,2601,"Pfizer/BioNTech, Sinovac",Ministry of Health,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/
United Kingdom,,19/01/2021,66834405.00,160396,138436,21960,5960,7306,8.47,7.31,1.16,3858,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,19/01/2021,5347896.00,58381,57321,1060,5355,4390,1.08,1.06,0.02,810,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Oman,OMN,19/01/2021,5266535.00,28049,24773,3276,1291,1057,0.55,0.49,0.06,207,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://twitter.com/OmaniMOH/status/1369577366708699140/photo/1
Panama,PAN,19/01/2021,4246439.00,0,,,,,0,,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/MINSAPma/status/1370521877278494720/photo/1
Poland,POL,19/01/2021,37970874.00,541229,530055,11174,46065,33087,1.43,1.4,0.03,874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
Portugal,PRT,19/01/2021,10269417.00,148434,138991,9443,23730,8896,1.46,1.36,0.09,872,"Moderna, Pfizer/BioNTech",General Directorate of Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Qatar,QAT,19/01/2021,2832067.00,,,,,1351,,,,469,Pfizer/BioNTech,National Strategic Group on COVID-19,https://twitter.com/MOPHQatar/status/1368573172711370756
Romania,ROU,19/01/2021,19356544.00,270046,267425,2621,34807,18514,1.4,1.39,0.01,962,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania,https://datelazi.ro/
Russia,RUS,19/01/2021,144373535.00,,,,,91373,,,,626,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats
Saudi Arabia,SAU,19/01/2021,34268528.00,,,,,16240,,,,466,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://coronamap.sa
United Kingdom,,19/01/2021,66834405.00,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Serbia,SRB,19/01/2021,6944975.00,,,,,3783,,,,556,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://www.rts.rs/page/stories/sr/%D0%9A%D0%BE%D1%80%D0%BE%D0%BD%D0%B0%D0%B2%D0%B8%D1%80%D1%83%D1%81/story/3134/koronavirus-u-srbiji/4292355/koronavirus-srbija-mere-vikend-zatvaranja.html
Seychelles,SYC,19/01/2021,97625.00,10976,10976,,,1354,11.16,11.16,,13769,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/pcb.1682413525293105/1682413471959777/
Singapore,SGP,19/01/2021,5703569.00,,,,,5380,,,,920,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/covid-19
Slovakia,SVK,19/01/2021,5454073.00,80372,79329,1043,7951,5771,1.47,1.45,0.02,1057,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
Slovenia,SVN,19/01/2021,2087946.00,50612,48827,1785,2174,2691,2.43,2.35,0.09,1294,"Oxford/AstraZeneca, Pfizer/BioNTech","National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
Spain,ESP,19/01/2021,47076781.00,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210312.ods
Sweden,SWE,19/01/2021,10285453.00,,,,,12075,,,,1196,"Oxford/AstraZeneca, Pfizer/BioNTech",Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
Turkey,TUR,19/01/2021,83429615.00,950635,,,118223,158439,1.13,,,1879,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turks and Caicos Islands,TCA,19/01/2021,42953.00,,,,,222,,,,5734,Pfizer/BioNTech,Ministry of Health,https://www.facebook.com/tcihealthpromotions/posts/1892840824219198
United Arab Emirates,ARE,19/01/2021,9770529.00,2065367,,,93846,112816,20.88,,,11407,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx
United Kingdom,GBR,19/01/2021,66834405.00,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United States,USA,19/01/2021,328239523.00,15707588,13595803,2023124,,911493,4.7,4.07,0.6,2725,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
United Kingdom,,19/01/2021,66834405.00,176186,175816,370,13989,10672,5.59,5.58,0.01,3385,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Albania,ALB,18/01/2021,2854191.00,447,447,,42,55,0.02,0.02,,19,Pfizer/BioNTech,Ministry of Health,https://shendetesia.gov.al/covid19-ministria-e-shendetesise-702-te-vaksinuar-3035-testime-714-te-sheruar-631-raste-te-reja-dhe-17-humbje-jete-ne-24-oret-e-fundit/
Argentina,ARG,18/01/2021,44938712.00,,,,,12278,,,,272,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
Austria,AUT,18/01/2021,8877067.00,120757,119561,1196,11192,12183,1.34,1.33,0.01,1353,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Azerbaijan,AZE,18/01/2021,10023318.00,,,,,3250,,,,321,Sinovac,Government of Azerbaijan,https://koronavirusinfo.az/az/post/696
Bahrain,BHR,18/01/2021,1501635.00,,142831,,,7350,,8.39,,4320,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://healthalert.gov.bh/en/
Belarus,BLR,18/01/2021,9466856.00,,,,,403,,,,43,Sputnik V,Ministry of Health,https://tkm.by/2021/02/immunizaciya-medrabotnikov-v-belarusi-pervym-komponentom-vakciny-sputnik-v-zavershilas/
Belgium,BEL,18/01/2021,11484055.00,135155,135046,109,10984,14629,1.17,1.17,0,1262,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano,https://epistat.wiv-isp.be/covid/
Bermuda,BMU,18/01/2021,63918.00,,,,,250,,,,4015,Pfizer/BioNTech,Government of Bermuda,https://bernews.com/2021/03/27727-total-vaccinations-administered/
Brazil,BRA,18/01/2021,212559417.00,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac",Ministry of Health,https://viz.saude.gov.br/extensions/DEMAS_C19Vacina/DEMAS_C19Vacina.html
Bulgaria,BGR,18/01/2021,6975761.00,19638,18524,1114,1185,782,0.28,0.27,0.02,113,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Canada,CAN,18/01/2021,37589262.00,614666,582756,31910,43924,36517,1.63,1.54,0.08,968,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,18/01/2021,71100.00,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Chile,CHL,18/01/2021,18952038.00,33210,24846,8364,11045,3215,0.17,0.13,0.04,168,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
China,CHN,18/01/2021,1397715000.00,,,,,581633,,,,404,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac",National Health Commission,https://global.chinadaily.com.cn/a/202103/03/WS603ec65ba31024ad0baac40f.html
